1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65
0, 0, 0, 0, 0, 0, 0, 0, 0, 5921, 498, 0, 0, 0, 0, 0, 0, 472, 164196, 1619, 0, 0, 0, 0, 0, 0, 5141, 141697, 116, 0, 0, 0, 0, 0, 0, 378, 8798, 36, 0, 0, 0, 0, 0, 0, 243, 4304, 18, 0, 0, 0, 0, 0, 0, 155, 3388, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 0, 0, 0, 0, 0, 0, 5, 2816, 218, 0, 0, 0, 0, 0, 0, 134, 55986, 403, 0, 0, 0, 0, 0, 0, 1323, 51116, 144, 0, 0, 0, 0, 0, 0, 768, 10026, 7, 0, 0, 0, 0, 0, 0, 152, 769, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1072, 189, 0, 0, 0, 0, 0, 0, 42, 31216, 593, 0, 0, 0, 0, 0, 0, 761, 55816, 1307, 0, 0, 0, 0, 0, 0, 2571, 101899, 37, 0, 0, 0, 0, 0, 0, 850, 3456, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1274, 190, 0, 0, 0, 0, 0, 0, 56, 64671, 29, 0, 0, 0, 0, 0, 0, 276, 1504, 4, 0, 0, 0, 0, 0, 0, 17, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 25, 0, 0, 0, 0, 0, 0, 4, 20681, 2295, 0, 0, 0, 0, 0, 0, 793, 550216, 1455, 0, 0, 0, 0, 0, 0, 6267, 113074, 430, 0, 0, 0, 0, 0, 0, 2518, 33353, 52, 0, 0, 0, 0, 0, 0, 627, 6025, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 361, 98, 0, 0, 0, 0, 0, 0, 17, 20664, 547, 0, 0, 0, 0, 0, 0, 517, 35867, 836, 0, 0, 0, 0, 0, 0, 1719, 135803, 395, 0, 0, 0, 0, 0, 0, 3763, 24089, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 38, 0, 0, 0, 0, 0, 0, 5, 11356, 246, 0, 0, 0, 0, 0, 0, 286, 31477, 833, 0, 0, 0, 0, 0, 0, 1820, 46162, 13, 0, 0, 0, 0, 0, 0, 264, 705, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15343, 317, 0, 0, 0, 0, 0, 0, 924, 64198, 148, 0, 0, 0, 0, 0, 0, 444, 23858, 115, 0, 0, 0, 0, 0, 0, 633, 26590, 71, 0, 0, 0, 0, 0, 0, 424, 4576, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 4, 0, 0, 0, 0, 0, 0, 0, 28780, 1182, 0, 0, 0, 0, 0, 0, 1283, 119921, 776, 0, 0, 0, 0, 0, 0, 2517, 51546, 38, 0, 0, 0, 0, 0, 0, 198, 3585, 10, 0, 0, 0, 0, 0, 0, 87, 752, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 18, 0, 0, 0, 0, 0, 0, 8, 27711, 392, 0, 0, 0, 0, 0, 0, 733, 44155, 359, 0, 0, 0, 0, 0, 0, 1753, 18076, 0, 0, 0, 0, 0, 0, 0, 6, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4967, 105, 0, 0, 0, 0, 0, 0, 181, 49442, 227, 0, 0, 0, 0, 0, 0, 720, 44076, 155, 0, 0, 0, 0, 0, 0, 981, 23042, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0, 0, 0, 0, 0, 3, 47520, 994, 0, 0, 0, 0, 0, 0, 1431, 131119, 1206, 0, 0, 0, 0, 0, 0, 4196, 88984, 94, 0, 0, 0, 0, 0, 0, 1026, 16094, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 0, 0, 0, 0, 0, 0, 0, 58074, 565, 0, 0, 0, 0, 0, 0, 1326, 72155, 189, 0, 0, 0, 0, 0, 0, 1459, 14815, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 11, 0, 0, 0, 0, 0, 0, 15, 9700, 156, 0, 0, 0, 0, 0, 0, 196, 21128, 275, 0, 0, 0, 0, 0, 0, 852, 32852, 6, 0, 0, 0, 0, 0, 0, 278, 397, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
38, 11, 0, 0, 0, 0, 0, 0, 11, 1045, 107, 0, 0, 0, 0, 0, 0, 28, 91414, 1769, 0, 0, 0, 0, 0, 0, 4280, 118570, 69, 0, 0, 0, 0, 0, 0, 177, 5041, 43, 0, 0, 0, 0, 0, 0, 115, 3693, 17, 0, 0, 0, 0, 0, 0, 130, 2883, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3162, 630, 0, 0, 0, 0, 0, 0, 213, 156515, 247, 0, 0, 0, 0, 0, 0, 775, 12726, 105, 0, 0, 0, 0, 0, 0, 374, 5478, 11, 0, 0, 0, 0, 0, 0, 164, 2356, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 540, 56, 0, 0, 0, 0, 0, 0, 40, 38640, 128, 0, 0, 0, 0, 0, 0, 638, 64326, 67, 0, 0, 0, 0, 0, 0, 860, 10183, 1, 0, 0, 0, 0, 0, 0, 25, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 0, 0, 0, 0, 0, 3386, 365, 0, 0, 0, 0, 0, 0, 152, 68956, 1858, 0, 0, 0, 0, 0, 0, 1508, 139760, 6212, 0, 0, 0, 0, 0, 0, 6428, 1037076, 6843, 0, 0, 0, 0, 0, 0, 31296, 532167, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 1, 12688, 604, 0, 0, 0, 0, 0, 0, 388, 31853, 887, 0, 0, 0, 0, 0, 0, 1392, 94779, 334, 0, 0, 0, 0, 0, 0, 2650, 20875, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 19, 0, 0, 0, 0, 0, 0, 9, 2504, 248, 0, 0, 0, 0, 0, 0, 86, 109694, 915, 0, 0, 0, 0, 0, 0, 2493, 82777, 183, 0, 0, 0, 0, 0, 0, 1048, 10824, 45, 0, 0, 0, 0, 0, 0, 239, 6329, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 660, 138, 0, 0, 0, 0, 0, 0, 31, 20113, 475, 0, 0, 0, 0, 0, 0, 453, 54906, 1284, 0, 0, 0, 0, 0, 0, 2434, 232327, 602, 0, 0, 0, 0, 0, 0, 5044, 48163, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 3513, 348, 0, 0, 0, 0, 0, 0, 80, 62143, 735, 0, 0, 0, 0, 0, 0, 1786, 178453, 591, 0, 0, 0, 0, 0, 0, 5397, 30508, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1096, 309, 0, 0, 0, 0, 0, 0, 57, 57926, 424, 0, 0, 0, 0, 0, 0, 1598, 22931, 85, 0, 0, 0, 0, 0, 0, 622, 5722, 22, 0, 0, 0, 0, 0, 0, 72, 1552, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 503, 70, 0, 0, 0, 0, 0, 0, 25, 238898, 1237, 0, 0, 0, 0, 0, 0, 5540, 73743, 166, 0, 0, 0, 0, 0, 0, 872, 9468, 21, 0, 0, 0, 0, 0, 0, 151, 1656, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 912, 124, 0, 0, 0, 0, 0, 0, 23, 77136, 819, 0, 0, 0, 0, 0, 0, 1774, 189203, 1120, 0, 0, 0, 0, 0, 0, 6160, 135223, 16, 0, 0, 0, 0, 0, 0, 317, 3198, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 11, 0, 0, 0, 0, 0, 0, 12, 45218, 240, 0, 0, 0, 0, 0, 0, 915, 16627, 95, 0, 0, 0, 0, 0, 0, 201, 7067, 9, 0, 0, 0, 0, 0, 0, 186, 3782, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 13, 0, 0, 0, 0, 0, 0, 3, 9445, 1021, 0, 0, 0, 0, 0, 0, 296, 98501, 1951, 0, 0, 0, 0, 0, 0, 2262, 196831, 5735, 0, 0, 0, 0, 0, 0, 11007, 555635, 97, 0, 0, 0, 0, 0, 0, 3691, 8388, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 2504, 271, 0, 0, 0, 0, 0, 0, 71, 45386, 609, 0, 0, 0, 0, 0, 0, 1105, 137119, 1932, 0, 0, 0, 0, 0, 0, 7349, 219635, 0, 0, 0, 0, 0, 0, 0, 35, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 559, 45, 0, 0, 0, 0, 0, 0, 24, 46236, 624, 0, 0, 0, 0, 0, 0, 1599, 38355, 65, 0, 0, 0, 0, 0, 0, 621, 3679, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 0, 0, 0, 0, 0, 0, 1, 2226, 112, 0, 0, 0, 0, 0, 0, 81, 10533, 326, 0, 0, 0, 0, 0, 0, 509, 48225, 111, 0, 0, 0, 0, 0, 0, 867, 6157, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 6511, 717, 0, 0, 0, 0, 0, 0, 313, 105330, 98, 0, 0, 0, 0, 0, 0, 612, 7371, 28, 0, 0, 0, 0, 0, 0, 192, 1844, 6, 0, 0, 0, 0, 0, 0, 57, 819, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 83, 6, 0, 0, 0, 0, 0, 0, 19, 6254, 155, 0, 0, 0, 0, 0, 0, 160, 244328, 947, 0, 0, 0, 0, 0, 0, 4936, 344098, 1296, 0, 0, 0, 0, 0, 0, 8713, 268318, 39, 0, 0, 0, 0, 0, 0, 573, 5556, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 63, 0, 0, 0, 0, 0, 0, 14, 148225, 203, 0, 0, 0, 0, 0, 0, 1000, 20709, 42, 0, 0, 0, 0, 0, 0, 287, 4473, 25, 0, 0, 0, 0, 0, 0, 65, 7887, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 0, 0, 0, 0, 0, 0, 0, 11943, 1402, 0, 0, 0, 0, 0, 0, 378, 132365, 1174, 0, 0, 0, 0, 0, 0, 3514, 151230, 747, 0, 0, 0, 0, 0, 0, 5278, 51871, 0, 0, 0, 0, 0, 0, 0, 19, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 19571, 333, 0, 0, 0, 0, 0, 0, 1698, 105680, 148, 0, 0, 0, 0, 0, 0, 899, 36352, 13, 0, 0, 0, 0, 0, 0, 181, 3293, 2, 0, 0, 0, 0, 0, 0, 26, 1806, 2, 0, 0, 0, 0, 0, 0, 32, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 547, 65, 0, 0, 0, 0, 0, 0, 13, 8197, 151, 0, 0, 0, 0, 0, 0, 160, 14605, 446, 0, 0, 0, 0, 0, 0, 832, 59815, 102, 0, 0, 0, 0, 0, 0, 1037, 5232, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 456, 23, 0, 0, 0, 0, 0, 0, 12, 8719, 230, 0, 0, 0, 0, 0, 0, 234, 25990, 503, 0, 0, 0, 0, 0, 0, 1051, 37185, 19, 0, 0, 0, 0, 0, 0, 402, 1352, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 27, 0, 0, 0, 0, 0, 0, 6, 9054, 271, 0, 0, 0, 0, 0, 0, 259, 25323, 371, 0, 0, 0, 0, 0, 0, 1352, 31286, 1, 0, 0, 0, 0, 0, 0, 41, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 6990, 847, 0, 0, 0, 0, 0, 0, 506, 359292, 2388, 0, 0, 0, 0, 0, 0, 11891, 175104, 22, 0, 0, 0, 0, 0, 0, 145, 2250, 0, 0, 0, 0, 0, 0, 0, 2, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1105, 126, 0, 0, 0, 0, 0, 0, 62, 41171, 92, 0, 0, 0, 0, 0, 0, 640, 7286, 15, 0, 0, 0, 0, 0, 0, 73, 832, 1, 0, 0, 0, 0, 0, 0, 3, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 16, 0, 0, 0, 0, 0, 0, 1, 10690, 420, 0, 0, 0, 0, 0, 0, 242, 42850, 1514, 0, 0, 0, 0, 0, 0, 1920, 194091, 510, 0, 0, 0, 0, 0, 0, 4317, 26868, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6354, 205, 0, 0, 0, 0, 0, 0, 254, 31968, 141, 0, 0, 0, 0, 0, 0, 447, 60417, 71, 0, 0, 0, 0, 0, 0, 790, 16105, 35, 0, 0, 0, 0, 0, 0, 187, 2741, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 953, 76, 0, 0, 0, 0, 0, 0, 20, 31884, 533, 0, 0, 0, 0, 0, 0, 735, 56032, 702, 0, 0, 0, 0, 0, 0, 2153, 97316, 115, 0, 0, 0, 0, 0, 0, 1290, 6649, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 317, 33, 0, 0, 0, 0, 0, 0, 11, 7662, 240, 0, 0, 0, 0, 0, 0, 253, 44077, 98, 0, 0, 0, 0, 0, 0, 439, 7011, 22, 0, 0, 0, 0, 0, 0, 102, 1110, 2, 0, 0, 0, 0, 0, 0, 18, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 3, 0, 0, 0, 0, 0, 0, 4, 2489, 168, 0, 0, 0, 0, 0, 0, 60, 29253, 253, 0, 0, 0, 0, 0, 0, 537, 33981, 250, 0, 0, 0, 0, 0, 0, 1116, 25211, 0, 0, 0, 0, 0, 0, 0, 78, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 14, 0, 0, 0, 0, 0, 0, 3, 67896, 205, 0, 0, 0, 0, 0, 0, 1088, 18128, 61, 0, 0, 0, 0, 0, 0, 337, 3704, 0, 0, 0, 0, 0, 0, 0, 14, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 490, 215, 0, 0, 0, 0, 0, 0, 49, 98470, 1089, 0, 0, 0, 0, 0, 0, 3320, 76199, 16, 0, 0, 0, 0, 0, 0, 78, 3450, 26, 0, 0, 0, 0, 0, 0, 203, 2156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 28, 0, 0, 0, 0, 0, 0, 22, 24379, 1347, 0, 0, 0, 0, 0, 0, 1180, 252886, 857, 0, 0, 0, 0, 0, 0, 3855, 70478, 126, 0, 0, 0, 0, 0, 0, 872, 6012, 1, 0, 0, 0, 0, 0, 0, 5, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2416, 170, 0, 0, 0, 0, 0, 0, 90, 24826, 352, 0, 0, 0, 0, 0, 0, 559, 37304, 199, 0, 0, 0, 0, 0, 0, 1230, 13555, 1, 0, 0, 0, 0, 0, 0, 107, 415, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
53380, 5605, 0, 0, 0, 0, 0, 0, 6070, 1931599, 7861, 0, 0, 0, 0, 0, 0, 33377, 676003, 2701, 0, 0, 0, 0, 0, 0, 9308, 377265, 371, 0, 0, 0, 0, 0, 0, 2692, 57478, 47, 0, 0, 0, 0, 0, 0, 738, 3905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 655, 289, 0, 0, 0, 0, 0, 0, 74, 139593, 1067, 0, 0, 0, 0, 0, 0, 3276, 148563, 360, 0, 0, 0, 0, 0, 0, 870, 31352, 87, 0, 0, 0, 0, 0, 0, 564, 12007, 5, 0, 0, 0, 0, 0, 0, 142, 985, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 12801, 962, 0, 0, 0, 0, 0, 0, 752, 220474, 1303, 0, 0, 0, 0, 0, 0, 5341, 107108, 116, 0, 0, 0, 0, 0, 0, 568, 11399, 30, 0, 0, 0, 0, 0, 0, 217, 3243, 7, 0, 0, 0, 0, 0, 0, 108, 1596, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 21, 0, 0, 0, 0, 0, 0, 10, 32846, 612, 0, 0, 0, 0, 0, 0, 1390, 159094, 82, 0, 0, 0, 0, 0, 0, 311, 14930, 46, 0, 0, 0, 0, 0, 0, 318, 6578, 6, 0, 0, 0, 0, 0, 0, 38, 1254, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 354, 59, 0, 0, 0, 0, 0, 0, 39, 57955, 2209, 0, 0, 0, 0, 0, 0, 3074, 177528, 227, 0, 0, 0, 0, 0, 0, 900, 21239, 75, 0, 0, 0, 0, 0, 0, 416, 5240, 0, 0, 0, 0, 0, 0, 0, 20, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 33, 0, 0, 0, 0, 0, 0, 2, 24776, 499, 0, 0, 0, 0, 0, 0, 751, 79901, 863, 0, 0, 0, 0, 0, 0, 3420, 55144, 20, 0, 0, 0, 0, 0, 0, 239, 1539, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1803, 278, 0, 0, 0, 0, 0, 0, 61, 39363, 540, 0, 0, 0, 0, 0, 0, 783, 44554, 656, 0, 0, 0, 0, 0, 0, 2191, 69840, 76, 0, 0, 0, 0, 0, 0, 1039, 5280, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 24, 0, 0, 0, 0, 0, 0, 3, 113101, 787, 0, 0, 0, 0, 0, 0, 2855, 62731, 226, 0, 0, 0, 0, 0, 0, 956, 17933, 12, 0, 0, 0, 0, 0, 0, 129, 1017, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
